SMILES,NAME,i_m_ct_format,i_sd_PUBCHEM\_COMPOUND\_CID,s_sd_PUBCHEM\_IUPAC\_INCHI,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_sd_PUBCHEM\_CACTVS\_TPSA,i_sd_Reference_for_HalfLife\_AID\_num,i_sd_Stable,r_sd_Half-Life_in_MLM_minutes,s_sd_PUBCHEM\_IUPAC\_NAME,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,b_sd_chiral_flag,i_sd_version,s_m_source_file,i_m_source_file_index,i_lp_mmshare_version,i_f3d_flags,s_epik_input,s_epik_cmdline,r_lp_tautomer_probability,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_epik_Charging_Adjusted_Penalty,i_epik_Tot_Q,i_epik_Tot_abs_Q,s_st_EZ_1,s_st_EZ_2,s_lp_Force_Field,r_lp_Energy,b_lp_Chiralities_Consistent,s_lp_Variant,r_mmod_Potential_Energy-S-OPLS,r_mmod_Stretch_Energy-S-OPLS,r_mmod_Bend_Energy-S-OPLS,r_mmod_Torsional_Energy-S-OPLS,r_mmod_Improper_Torsional_Energy-S-OPLS,r_mmod_Van_der_Waal_Energy-S-OPLS,r_mmod_Electrostatic_Energy-S-OPLS,r_mmod_Solvation_Energy-S-OPLS,b_mmod_Minimization_Converged-S-OPLS,r_mmod_RMS_Derivative-S-OPLS,i_sd_Name,r_sd_PUBCHEM\_XLOGP3\_AA,s_sd_Qualifier_for_MLM_HalfLife,s_epik_Chemistry_Notes,i_qp_#stars,i_qp_#amine,i_qp_#amidine,i_qp_#acid,i_qp_#amide,i_qp_#rotor,i_qp_#rtvFG,i_qp_CNS,r_qp_mol_MW,r_qp_dipole,r_qp_SASA,r_qp_FOSA,r_qp_FISA,r_qp_PISA,r_qp_WPSA,r_qp_volume,r_qp_donorHB,r_qp_accptHB,r_qp_dip^2/V,r_qp_ACxDN^.5/SA,r_qp_glob,r_qp_QPpolrz,r_qp_QPlogPC16,r_qp_QPlogPoct,r_qp_QPlogPw,r_qp_QPlogPo/w,r_qp_QPlogS,r_qp_CIQPlogS,r_qp_QPlogHERG,r_qp_QPPCaco,r_qp_QPlogBB,r_qp_QPPMDCK,r_qp_QPlogKp,r_qp_IP(eV),r_qp_EA(eV),i_qp_#metab,r_qp_QPlogKhsa,i_qp_HumanOralAbsorption,r_qp_PercentHumanOralAbsorption,r_qp_SAfluorine,r_qp_SAamideO,r_qp_PSA,i_qp_#NandO,i_qp_RuleOfFive,i_qp_RuleOfThree,i_qp_#ringatoms,i_qp_#in34,i_qp_#in56,i_qp_#noncon,i_qp_#nonHatm,r_qp_Jm
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCCC[NH+]5CCCCC5,45104950,2,45104950,"InChI=1S/C33H41N3O4/c1-23(2)40-32(38)27-21-36(22-33(3,4)29-26-11-6-7-12-28(26)34-30(27)29)31(37)24-13-15-25(16-14-24)39-20-10-19-35-17-8-5-9-18-35/h6-7,11-16,21,23,34H,5,8-10,17-20,22H2,1-4H3",AORJBFRKPXUYEX-UHFFFAOYSA-N,543.309707,C33H41N3O4,543.69634,74.9,460833,0,11.0,"propan-2-yl 1,1-dimethyl-3-[4-(3-piperidin-1-ylpropoxy)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(3-piperidinopropoxy)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,133,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXVtDSDJdTjVbQ0gyXVtDSDJdW0NIMl1bQ0gyXVtDSDJdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0023,0.0023,0.0,0.0016,0.00387812469276832,1,1,,,S-OPLS,79.092502,1,45104950-1,110.403846740723,35.9388694763184,74.5513000488281,64.9357223510742,0.203624680638313,156.290390014648,57.9083709716797,-279.424407958984,1,0.0431250259280205,45104950,6.1,,This compound has an ester and may undergo hydrolysis at high or low pH.,4,1,0,0,0,8,1,1,543.705,7.721,954.073,598.204,80.217,275.653,0.0,1783.384,0.0,6.75,0.0334284,0.0,0.7454412,62.713,17.698,24.736,9.32,6.883,-8.241,-7.246,-7.692,428.652,-0.483,219.068,-3.321,7.978,0.791,3,1.65,1,88.441,0.0,0.0,82.486,7,2,1,26,0,21,7,40,1.49042040333953e-06
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCCC[NH+]5CCCC5,45104949,2,45104949,"InChI=1S/C32H39N3O4/c1-22(2)39-31(37)26-20-35(21-32(3,4)28-25-10-5-6-11-27(25)33-29(26)28)30(36)23-12-14-24(15-13-23)38-19-9-18-34-16-7-8-17-34/h5-6,10-15,20,22,33H,7-9,16-19,21H2,1-4H3",BXIRYBMZMOSQOI-UHFFFAOYSA-N,529.294057,C32H39N3O4,529.66976,74.9,460833,0,16.0,"propan-2-yl 1,1-dimethyl-3-[4-(3-pyrrolidin-1-ylpropoxy)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(3-pyrrolidinopropoxy)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,134,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXVtDSDJdTjVbQ0gyXVtDSDJdW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0011,0.0011,0.0,0.0007,0.00178887747419258,1,1,,,S-OPLS,76.689596,1,45104949-1,97.1248245239258,33.1581344604492,81.0295333862305,61.274112701416,0.451250612735748,140.213226318359,49.7879409790039,-268.789398193359,1,0.04676703363657,45104949,5.7,,This compound has an ester and may undergo hydrolysis at high or low pH.,3,1,0,0,0,8,1,1,529.678,5.238,927.583,578.473,84.367,264.744,0.0,1733.978,0.0,6.75,0.0158253,0.0,0.7525022,60.631,17.119,23.794,9.21,6.519,-7.739,-6.953,-7.525,391.517,-0.513,198.628,-3.436,8.056,0.867,2,1.506,1,85.607,0.0,0.0,80.844,7,2,1,25,0,20,6,39,3.54013273379314e-06
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCCC[NH+](C)C,45104855,2,45104855,"InChI=1S/C30H37N3O4/c1-20(2)37-29(35)24-18-33(19-30(3,4)26-23-10-7-8-11-25(23)31-27(24)26)28(34)21-12-14-22(15-13-21)36-17-9-16-32(5)6/h7-8,10-15,18,20,31H,9,16-17,19H2,1-6H3",OSZMMTSKRWQNFY-UHFFFAOYSA-N,503.278407,C30H37N3O4,503.63248,74.9,460833,0,23.0,"propan-2-yl 3-[4-[3-(dimethylamino)propoxy]benzoyl]-1,1-dimethyl-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","3-[4-[3-(dimethylamino)propoxy]benzoyl]-1,1-dimethyl-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,135,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXVtDSDJdTihbQ0gzXSlbQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0047,0.0047,0.0,0.0034,0.0081001616841157,1,1,,,S-OPLS,76.955426,1,45104855-1,108.104621887207,34.909008026123,79.0628433227539,50.5168418884277,0.290030896663666,148.14421081543,93.5930709838867,-298.411376953125,1,0.0402663722634315,45104855,5.2,,This compound has an ester and may undergo hydrolysis at high or low pH.,1,1,0,0,0,8,1,1,503.64,7.372,890.67,527.781,84.296,278.593,0.0,1662.072,0.0,6.75,0.0326964,0.0,0.7618711,57.886,16.466,23.114,9.215,6.067,-7.039,-6.359,-7.44,392.125,-0.488,198.962,-3.386,7.984,0.797,3,1.298,1,82.97,0.0,0.0,83.005,7,2,1,20,0,15,2,37,1.89120006538112e-05
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCC[NH+](CC5)CCN5C,45104854,2,45104854,"InChI=1S/C32H40N4O4/c1-22(2)40-31(38)26-20-36(21-32(3,4)28-25-8-6-7-9-27(25)33-29(26)28)30(37)23-10-12-24(13-11-23)39-19-18-35-16-14-34(5)15-17-35/h6-13,20,22,33H,14-19,21H2,1-5H3",UFOOUSROGOQPAY-UHFFFAOYSA-N,544.304956,C32H40N4O4,544.6844,78.1,460833,0,28.0,"propan-2-yl 1,1-dimethyl-3-[4-[2-(4-methylpiperazin-1-yl)ethoxy]benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-[2-(4-methylpiperazino)ethoxy]benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,136,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXU41W0NIMl1bQ0gyXU4oW0NIM10pW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.1369,0.1357,0.0012,1.0107,1.14634631167574,1,1,,,S-OPLS,88.686219,1,45104854-2,231.501251220703,39.066032409668,86.784912109375,69.9363174438477,0.534825623035431,159.7080078125,159.865737915039,-284.394592285156,1,0.0418534092605114,45104854,4.7,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,2,0,0,0,7,1,1,544.692,5.964,934.392,580.563,91.431,262.398,0.0,1758.058,0.0,8.75,0.0202316,0.0,0.753919,62.215,17.354,25.571,11.449,5.124,-5.764,-5.356,-8.218,83.688,-0.134,41.461,-5.733,8.049,0.847,3,1.084,2,65.442,0.0,0.0,86.168,8,2,1,26,0,21,6,40,1.73369403374994e-06
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCC[NH+]5CCOCC5,45104853,2,45104853,"InChI=1S/C31H37N3O5/c1-21(2)39-30(36)25-19-34(20-31(3,4)27-24-7-5-6-8-26(24)32-28(25)27)29(35)22-9-11-23(12-10-22)38-18-15-33-13-16-37-17-14-33/h5-12,19,21,32H,13-18,20H2,1-4H3",ZMUYJZWTONAUSI-UHFFFAOYSA-N,531.273321,C31H37N3O5,531.64258,84.1,460833,0,3.0,"propan-2-yl 1,1-dimethyl-3-[4-(2-morpholin-4-ylethoxy)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(2-morpholinoethoxy)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,137,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXU41W0NIMl1bQ0gyXU9bQ0gyXVtDSDJdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,1.3492,1.3492,0.0,1.4272,2.77639726387239,1,1,,,S-OPLS,71.97096,1,45104853-2,96.3956680297852,35.6584854125977,77.7109756469727,31.1540336608887,0.708843410015106,146.265411376953,103.396583557129,-298.498657226563,1,0.0451555773615837,45104853,4.5,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,1,0,0,0,7,1,1,531.65,5.317,820.687,473.461,83.438,263.787,0.0,1620.202,0.0,8.45,0.0174503,0.0,0.8128938,56.711,15.602,23.673,10.835,4.955,-4.986,-6.266,-6.544,399.536,-0.302,203.029,-3.519,8.043,0.831,3,0.764,3,89.56,0.0,0.0,89.609,8,1,0,26,0,21,6,39,0.00166487904734654
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCCN5CCCCC5,45104757,2,45104757,"InChI=1S/C32H39N3O4/c1-22(2)39-31(37)26-20-35(21-32(3,4)28-25-10-6-7-11-27(25)33-29(26)28)30(36)23-12-14-24(15-13-23)38-19-18-34-16-8-5-9-17-34/h6-7,10-15,20,22,33H,5,8-9,16-19,21H2,1-4H3",OGQZOXPQWNPAQU-UHFFFAOYSA-N,529.294057,C32H39N3O4,529.66976,74.9,460833,0,9.0,"propan-2-yl 1,1-dimethyl-3-[4-(2-piperidin-1-ylethoxy)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(2-piperidinoethoxy)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,138,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXU41W0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,2.3055,0.0,2.3055,2.4566,2.45658821692804,0,0,,,S-OPLS,67.376246,1,45104757-2,49.0859794616699,36.1882781982422,77.0835876464844,35.7121810913086,0.510700762271881,158.031234741211,-182.199859619141,-76.2401351928711,1,0.0449562184512615,45104757,5.7,,This compound has an ester and may undergo hydrolysis at high or low pH.,2,1,0,0,0,7,1,1,529.678,6.155,918.51,572.751,80.886,264.872,0.0,1717.554,0.0,6.75,0.0220536,0.0,0.7551296,60.617,16.917,23.9,9.386,6.437,-7.73,-6.948,-7.484,422.431,-0.406,215.634,-3.468,8.001,0.816,2,1.501,1,85.712,0.0,0.0,80.598,7,2,1,26,0,21,7,39,3.36319171795838e-06
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)OCCCN5CCOCC5,45104756,2,45104756,"InChI=1S/C32H39N3O5/c1-22(2)40-31(37)26-20-35(21-32(3,4)28-25-8-5-6-9-27(25)33-29(26)28)30(36)23-10-12-24(13-11-23)39-17-7-14-34-15-18-38-19-16-34/h5-6,8-13,20,22,33H,7,14-19,21H2,1-4H3",CCNIWPQOOWKWHQ-UHFFFAOYSA-N,545.288971,C32H39N3O5,545.66916,84.1,460833,0,8.0,"propan-2-yl 1,1-dimethyl-3-[4-(3-morpholin-4-ylpropoxy)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(3-morpholinopropoxy)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,139,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClPW0NIMl1bQ0gyXVtDSDJdTjVbQ0gyXVtDSDJdT1tDSDJdW0NIMl01,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.3817,0.0,0.3817,0.3798,0.379812471797264,0,0,,,S-OPLS,67.172099,1,45104756-1,47.8610954284668,36.8169631958008,75.1354293823242,24.8967704772949,0.512846887111664,162.5859375,-172.197006225586,-79.8898391723633,1,0.0455765351653099,45104756,4.9,,This compound has an ester and may undergo hydrolysis at high or low pH.,1,1,0,0,0,8,1,1,545.677,4.739,914.893,570.013,79.046,265.834,0.0,1726.148,0.0,8.45,0.0130103,0.0,0.7606418,60.328,16.93,24.588,10.825,5.679,-6.608,-6.564,-7.399,439.749,-0.431,225.204,-3.334,8.023,0.84,3,1.029,1,81.586,0.0,0.0,89.1,8,2,1,26,0,21,6,40,6.22942113054647e-05
c1cc(F)cc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)C[NH+]5CCOCC5,45104636,2,45104636,"InChI=1S/C30H34FN3O4/c1-19(2)38-29(36)24-17-34(18-30(3,4)26-23-10-9-22(31)15-25(23)32-27(24)26)28(35)21-7-5-20(6-8-21)16-33-11-13-37-14-12-33/h5-10,15,17,19,32H,11-14,16,18H2,1-4H3",USHBUDYJBKTKGC-UHFFFAOYSA-N,519.253335,C30H34FN3O4,519.607063,74.9,460833,0,4.0,"propan-2-yl 8-fluoro-1,1-dimethyl-3-[4-(morpholin-4-ylmethyl)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","8-fluoro-1,1-dimethyl-3-[4-(morpholinomethyl)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,140,55137,0,RmMoW2NIXTEpW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClbQ0gyXU41W0NIMl1bQ0gyXU9bQ0gyXVtDSDJdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.5711,0.5711,0.0,0.583,1.15411382829972,1,1,,,S-OPLS,68.657857,1,45104636-2,104.755363464355,34.9402389526367,66.3454437255859,31.9395141601563,0.534150719642639,144.007705688477,101.379776000977,-274.391448974609,1,0.0429769046604633,45104636,4.4,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,1,0,0,0,5,1,1,519.615,5.918,841.24,503.105,80.46,211.179,46.497,1597.795,0.0,7.7,0.0219228,0.0,0.785704,56.596,14.885,23.337,10.225,5.31,-6.296,-6.358,-6.733,426.385,-0.094,391.563,-3.841,8.245,1.03,3,0.984,1,79.189,46.497,0.0,82.837,7,2,1,26,0,21,6,38,3.78891286077835e-05
c1cccc2[nH]c(c3c12)C(C(=O)OC(C)C)=CN(CC3(C)C)C(=O)c4ccc(cc4)C[NH+]5CCOCC5,45104534,2,45104534,"InChI=1S/C30H35N3O4/c1-20(2)37-29(35)24-18-33(19-30(3,4)26-23-7-5-6-8-25(23)31-27(24)26)28(34)22-11-9-21(10-12-22)17-32-13-15-36-16-14-32/h5-12,18,20,31H,13-17,19H2,1-4H3",WIKGRFQKYWBNIL-UHFFFAOYSA-N,501.262757,C30H35N3O4,501.6166,74.9,460833,0,2.5,"propan-2-yl 1,1-dimethyl-3-[4-(morpholin-4-ylmethyl)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[4-(morpholinomethyl)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,141,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClbQ0gyXU41W0NIMl1bQ0gyXU9bQ0gyXVtDSDJdNQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.5711,0.5711,0.0,0.583,1.15411382829972,1,1,,,S-OPLS,70.586762,1,45104534-2,146.797454833984,35.152214050293,66.3701248168945,31.8327713012695,0.536101400852203,143.959060668945,141.453079223633,-272.505889892578,1,0.0409075953066349,45104534,4.3,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,1,0,0,0,5,1,1,501.624,4.93,831.909,503.183,80.381,248.345,0.0,1581.969,0.0,7.7,0.0153612,0.0,0.7892617,56.318,15.283,22.991,10.439,5.073,-5.917,-5.976,-6.852,427.114,-0.2,218.218,-3.709,8.077,0.932,3,0.938,3,77.817,0.0,0.0,82.844,7,2,1,26,0,21,6,37,0.00011887282561368
C1CCCCN1Cc(ccc2)cc2C(=O)N(CC3(C)C)C=C(C(=O)OC(C)C)c(c3c45)[nH]c4cccc5,45104532,2,45104532,"InChI=1S/C31H37N3O3/c1-21(2)37-30(36)25-19-34(20-31(3,4)27-24-13-6-7-14-26(24)32-28(25)27)29(35)23-12-10-11-22(17-23)18-33-15-8-5-9-16-33/h6-7,10-14,17,19,21,32H,5,8-9,15-16,18,20H2,1-4H3",JQBMRWPCFKIIHS-UHFFFAOYSA-N,499.283492,C31H37N3O3,499.64378,65.6,460833,0,4.0,"propan-2-yl 1,1-dimethyl-3-[3-(piperidin-1-ylmethyl)benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[3-(piperidinomethyl)benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,142,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWMoW2NIXVtjSF1bY0hdNClbY0hdYzRbQ0gyXU41W0NIMl1bQ0gyXVtDSDJdW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,2.3671,0.0,2.3671,2.5226,2.52259684573685,0,0,,,S-OPLS,74.238453,1,45104532-2,102.781051635742,35.7486572265625,64.1418609619141,74.6240310668945,1.01745843887329,157.134490966797,-176.811599731445,-53.0738487243652,1,0.0422153025865555,45104532,5.6,,This compound has an ester and may undergo hydrolysis at high or low pH.,2,1,0,0,0,5,1,1,499.652,5.34,863.32,535.656,79.009,248.654,0.0,1625.31,0.0,6.0,0.0175436,0.0,0.7743744,58.055,15.774,22.643,8.833,6.194,-7.402,-6.658,-7.095,440.102,-0.218,225.4,-3.682,8.037,0.865,2,1.519,1,100.0,0.0,0.0,71.859,6,1,1,26,0,21,7,37,4.11526825006048e-06
CN1CC[NH+](CC1)Cc(ccc2)cc2C(=O)N(CC3(C)C)C=C(C(=O)OC(C)C)c(c3c45)[nH]c4cccc5,45104531,2,45104531,"InChI=1S/C31H38N4O3/c1-21(2)38-30(37)25-19-35(20-31(3,4)27-24-11-6-7-12-26(24)32-28(25)27)29(36)23-10-8-9-22(17-23)18-34-15-13-33(5)14-16-34/h6-12,17,19,21,32H,13-16,18,20H2,1-5H3",HPKMHMNYXOQVCI-UHFFFAOYSA-N,514.294391,C31H38N4O3,514.65842,68.9,460833,0,8.0,"propan-2-yl 1,1-dimethyl-3-[3-[(4-methylpiperazin-1-yl)methyl]benzoyl]-2,6-dihydroazepino[4,5-b]indole-5-carboxylate","1,1-dimethyl-3-[3-[(4-methylpiperazino)methyl]benzoyl]-2,6-dihydroazepin[4,5-b]indole-5-carboxylic acid isopropyl ester",0,0,ligprep_3.sdf,143,55137,0,W2NIXTFbY0hdW2NIXVtjSF1jMmMxW25IXWMoYzIzKUMoQyg9TylPW0NIXShbQ0gzXSlbQ0gzXSk9W0NIXU4oW0NIMl1DMyhbQ0gzXSlbQ0gzXSlDKD1PKWM0W2NIXWMoW2NIXVtjSF1bY0hdNClbQ0gyXU41W0NIMl1bQ0gyXU4oW0NIM10pW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0168,0.0155,0.0013,0.2066,0.222046324898417,1,1,,,S-OPLS,88.356839,1,45104531-1,308.165313720703,39.5660057067871,71.0138168334961,78.6500091552734,0.420877128839493,155.704605102539,235.993865966797,-273.183868408203,1,0.0386542901396751,45104531,4.5,,This compound has an ester and may undergo hydrolysis at high or low pH.,0,2,0,0,0,5,1,1,514.666,7.147,864.998,506.533,88.535,269.931,0.0,1646.21,0.0,8.0,0.0310265,0.0,0.7794827,59.095,16.137,24.39,11.016,4.788,-5.167,-5.066,-7.84,89.151,0.088,44.393,-5.845,7.977,0.857,4,1.045,3,76.927,0.0,0.0,81.109,7,1,0,26,0,21,6,38,4.9996859498169e-06
